sample,assembly,genome,NGA50,LGA50
SAMEA2466974,SR (megahit),MGYG000004867,,
SAMEA2466974,SR (megahit),MGYG000004878,,
SAMEA2466974,SR (megahit),MGYG000004897,,
SAMEA2466974,SR (megahit),MGYG000006745,,
SAMEA2466974,SR (megahit),MGYG000055572,,
SAMEA2466974,SR (megahit),MGYG000066600,,
SAMEA2466974,SR (megahit),MGYG000074969,,
SAMEA2466974,SR (megahit),MGYG000131723,,
SAMEA2466974,SR (megahit),MGYG000145940,,
SAMEA2466974,SR (megahit),MGYG000147988,,
SAMEA2466974,SR (megahit),MGYG000163129,,
SAMEA2466974,SR (megahit),MGYG000177238,,
SAMEA2466974,SR (megahit),MGYG000186038,,
SAMEA2466974,SR (megahit),MGYG000223036,,
SAMEA2466974,SR (megahit),MGYG000262994,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000002,17580.0,77.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000003,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000022,112555.0,9.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000031,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000033,14959.0,56.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000038,36382.0,24.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000041,9727.0,105.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000044,380714.0,5.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000050,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000051,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000060,234202.0,5.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000062,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000065,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000074,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000077,51513.0,21.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000078,303206.0,4.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000084,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000087,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000092,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000099,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000139,44346.0,19.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000140,17232.0,57.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000141,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000142,45580.0,26.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000144,368273.0,4.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000146,39481.0,27.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000154,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000164,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000169,31053.0,26.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000171,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000177,3588.0,115.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000184,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000185,1488.0,338.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000190,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000193,39521.0,34.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000196,1516.0,902.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000201,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000203,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000205,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000206,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000208,153305.0,7.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000212,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000217,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000220,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000221,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000229,5354.0,107.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000231,677908.0,2.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000233,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000242,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000243,107737.0,13.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000244,29859.0,26.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000249,68087.0,12.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000251,32659.0,32.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000252,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000253,25046.0,28.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000254,114078.0,12.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000258,1370053.0,1.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000259,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000262,45698.0,26.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000271,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000277,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000278,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000282,82626.0,16.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000359,2922.0,170.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000366,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000367,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000369,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000370,6235.0,119.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000378,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000420,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000429,2555.0,135.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000450,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000453,3072.0,60.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000518,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000530,22548.0,29.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000562,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000651,7622.0,84.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000723,1296942.0,1.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000743,,
SAMEA2466977,Hybrid (hybridspades),MGYG000000839,16716.0,52.0
SAMEA2466977,Hybrid (hybridspades),MGYG000000969,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001007,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001021,6367.0,76.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001057,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001103,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001113,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001136,43000.0,14.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001151,16130.0,45.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001160,126645.0,6.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001168,63217.0,8.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001170,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001193,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001218,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001236,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001244,9142.0,59.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001246,1898.0,343.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001292,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001300,102583.0,7.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001302.1,122731.0,7.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001306,45246.0,27.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001310,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001313,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001315,163270.0,6.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001338,137724.0,10.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001345,3833.0,334.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001346,196540.0,7.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001359,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001370,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001374,4121.0,125.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001378,2036.0,607.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001380,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001391,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001410,10599.0,68.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001415,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001420,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001429,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001433,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001455.1,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001456.1,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001500,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001512,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001528,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001560,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001565,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001574,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001576,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001577,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001627,1134.0,397.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001658,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001680,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001714,4869.0,156.0
SAMEA2466977,Hybrid (hybridspades),MGYG000001727,,
SAMEA2466977,Hybrid (hybridspades),MGYG000001757,2718.0,113.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002029,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002034,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002038,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002040,1784.0,288.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002042,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002057,1565.0,172.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002060,25542.0,28.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002073,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002075,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002134,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002143,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002163,1717033.0,1.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002190,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002271,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002272,3504.0,187.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002274,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002276,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002279,32068.0,29.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002284,75714.0,11.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002286,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002287,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002293,68484.0,15.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002304,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002312,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002327,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002388,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002395,128421.0,7.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002396,39288.0,21.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002438,203696.0,7.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002444,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002445,4322.0,147.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002448,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002455,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002478,362964.0,6.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002492,184242.0,7.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002517,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002528,302283.0,3.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002530,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002540,16063.0,71.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002545,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002549,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002570,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002580,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002633,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002673,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002681,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002684,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002689,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002704,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002708,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002710,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002715,2904.0,158.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002720,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002726,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002773,100539.0,6.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002776,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002872,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002876,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002882,7447.0,79.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002926,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002954,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002955,14650.0,53.0
SAMEA2466977,Hybrid (hybridspades),MGYG000002986,,
SAMEA2466977,Hybrid (hybridspades),MGYG000002993,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003215,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003224,1345.0,289.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003242,21956.0,39.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003258,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003293,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003299,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003335,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003508,9878.0,45.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003656,2962.0,107.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003681,78031.0,12.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003682,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003686,28339.0,34.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003694,93015.0,11.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003695,5319.0,156.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003702,62558.0,18.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003768,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003863,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003891,8925.0,104.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003899,,
SAMEA2466977,Hybrid (hybridspades),MGYG000003921,24788.0,34.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003937,10816.0,69.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003940,10903.0,29.0
SAMEA2466977,Hybrid (hybridspades),MGYG000003949,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004016,7435.0,70.0
SAMEA2466977,Hybrid (hybridspades),MGYG000004036,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004041,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004059,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004071,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004082,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004083,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004088,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004092,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004111,15181.0,39.0
SAMEA2466977,Hybrid (hybridspades),MGYG000004117,128283.0,4.0
SAMEA2466977,Hybrid (hybridspades),MGYG000004137,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004153,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004163,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004171,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004194,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004250,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004252,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004262,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004323,128845.0,5.0
SAMEA2466977,Hybrid (hybridspades),MGYG000004345,1217.0,269.0
SAMEA2466977,Hybrid (hybridspades),MGYG000004431,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004468,331206.0,3.0
SAMEA2466977,Hybrid (hybridspades),MGYG000004581,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004733,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004789,1555.0,273.0
SAMEA2466977,Hybrid (hybridspades),MGYG000004832,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004839,,
SAMEA2466977,Hybrid (hybridspades),MGYG000004897,,
SAMEA2466977,Hybrid (hybridspades),MGYG000006745,,
SAMEA2466977,Hybrid (hybridspades),MGYG000066600,,
SAMEA2466977,Hybrid (hybridspades),MGYG000074969,,
SAMEA2466977,Hybrid (hybridspades),MGYG000147988,,
SAMEA2466977,LR (metaflye),MGYG000000002,,
SAMEA2466977,LR (metaflye),MGYG000000003,,
SAMEA2466977,LR (metaflye),MGYG000000022,2365.0,47.0
SAMEA2466977,LR (metaflye),MGYG000000031,,
SAMEA2466977,LR (metaflye),MGYG000000033,,
SAMEA2466977,LR (metaflye),MGYG000000038,,
SAMEA2466977,LR (metaflye),MGYG000000041,,
SAMEA2466977,LR (metaflye),MGYG000000044,231309.0,6.0
SAMEA2466977,LR (metaflye),MGYG000000050,,
SAMEA2466977,LR (metaflye),MGYG000000051,,
SAMEA2466977,LR (metaflye),MGYG000000060,132237.0,6.0
SAMEA2466977,LR (metaflye),MGYG000000062,,
SAMEA2466977,LR (metaflye),MGYG000000065,,
SAMEA2466977,LR (metaflye),MGYG000000074,,
SAMEA2466977,LR (metaflye),MGYG000000077,,
SAMEA2466977,LR (metaflye),MGYG000000078,294363.0,4.0
SAMEA2466977,LR (metaflye),MGYG000000084,,
SAMEA2466977,LR (metaflye),MGYG000000087,,
SAMEA2466977,LR (metaflye),MGYG000000092,,
SAMEA2466977,LR (metaflye),MGYG000000099,,
SAMEA2466977,LR (metaflye),MGYG000000139,,
SAMEA2466977,LR (metaflye),MGYG000000140,,
SAMEA2466977,LR (metaflye),MGYG000000141,,
SAMEA2466977,LR (metaflye),MGYG000000142,,
SAMEA2466977,LR (metaflye),MGYG000000144,,
SAMEA2466977,LR (metaflye),MGYG000000146,,
SAMEA2466977,LR (metaflye),MGYG000000154,,
SAMEA2466977,LR (metaflye),MGYG000000164,,
SAMEA2466977,LR (metaflye),MGYG000000169,,
SAMEA2466977,LR (metaflye),MGYG000000171,,
SAMEA2466977,LR (metaflye),MGYG000000177,,
SAMEA2466977,LR (metaflye),MGYG000000184,,
SAMEA2466977,LR (metaflye),MGYG000000185,,
SAMEA2466977,LR (metaflye),MGYG000000190,,
SAMEA2466977,LR (metaflye),MGYG000000193,,
SAMEA2466977,LR (metaflye),MGYG000000196,,
SAMEA2466977,LR (metaflye),MGYG000000201,,
SAMEA2466977,LR (metaflye),MGYG000000203,,
SAMEA2466977,LR (metaflye),MGYG000000205,,
SAMEA2466977,LR (metaflye),MGYG000000206,,
SAMEA2466977,LR (metaflye),MGYG000000208,178296.0,5.0
SAMEA2466977,LR (metaflye),MGYG000000212,,
SAMEA2466977,LR (metaflye),MGYG000000217,,
SAMEA2466977,LR (metaflye),MGYG000000220,,
SAMEA2466977,LR (metaflye),MGYG000000221,,
SAMEA2466977,LR (metaflye),MGYG000000229,,
SAMEA2466977,LR (metaflye),MGYG000000231,959506.0,2.0
SAMEA2466977,LR (metaflye),MGYG000000233,,
SAMEA2466977,LR (metaflye),MGYG000000242,,
SAMEA2466977,LR (metaflye),MGYG000000243,,
SAMEA2466977,LR (metaflye),MGYG000000244,22630.0,32.0
SAMEA2466977,LR (metaflye),MGYG000000249,,
SAMEA2466977,LR (metaflye),MGYG000000251,,
SAMEA2466977,LR (metaflye),MGYG000000252,,
SAMEA2466977,LR (metaflye),MGYG000000253,23850.0,31.0
SAMEA2466977,LR (metaflye),MGYG000000254,,
SAMEA2466977,LR (metaflye),MGYG000000258,1576340.0,1.0
SAMEA2466977,LR (metaflye),MGYG000000259,,
SAMEA2466977,LR (metaflye),MGYG000000262,,
SAMEA2466977,LR (metaflye),MGYG000000271,,
SAMEA2466977,LR (metaflye),MGYG000000277,,
SAMEA2466977,LR (metaflye),MGYG000000278,,
SAMEA2466977,LR (metaflye),MGYG000000282,25462.0,26.0
SAMEA2466977,LR (metaflye),MGYG000000359,,
SAMEA2466977,LR (metaflye),MGYG000000366,,
SAMEA2466977,LR (metaflye),MGYG000000367,,
SAMEA2466977,LR (metaflye),MGYG000000369,,
SAMEA2466977,LR (metaflye),MGYG000000370,,
SAMEA2466977,LR (metaflye),MGYG000000378,,
SAMEA2466977,LR (metaflye),MGYG000000420,,
SAMEA2466977,LR (metaflye),MGYG000000429,,
SAMEA2466977,LR (metaflye),MGYG000000450,,
SAMEA2466977,LR (metaflye),MGYG000000453,,
SAMEA2466977,LR (metaflye),MGYG000000518,,
SAMEA2466977,LR (metaflye),MGYG000000530,,
SAMEA2466977,LR (metaflye),MGYG000000562,,
SAMEA2466977,LR (metaflye),MGYG000000651,10612.0,64.0
SAMEA2466977,LR (metaflye),MGYG000000723,,
SAMEA2466977,LR (metaflye),MGYG000000743,,
SAMEA2466977,LR (metaflye),MGYG000000839,,
SAMEA2466977,LR (metaflye),MGYG000000969,,
SAMEA2466977,LR (metaflye),MGYG000001007,,
SAMEA2466977,LR (metaflye),MGYG000001021,,
SAMEA2466977,LR (metaflye),MGYG000001057,,
SAMEA2466977,LR (metaflye),MGYG000001103,,
SAMEA2466977,LR (metaflye),MGYG000001113,,
SAMEA2466977,LR (metaflye),MGYG000001136,105658.0,8.0
SAMEA2466977,LR (metaflye),MGYG000001151,13185.0,53.0
SAMEA2466977,LR (metaflye),MGYG000001160,36592.0,11.0
SAMEA2466977,LR (metaflye),MGYG000001168,,
SAMEA2466977,LR (metaflye),MGYG000001170,,
SAMEA2466977,LR (metaflye),MGYG000001193,,
SAMEA2466977,LR (metaflye),MGYG000001218,,
SAMEA2466977,LR (metaflye),MGYG000001236,,
SAMEA2466977,LR (metaflye),MGYG000001244,,
SAMEA2466977,LR (metaflye),MGYG000001246,,
SAMEA2466977,LR (metaflye),MGYG000001292,,
SAMEA2466977,LR (metaflye),MGYG000001300,37433.0,17.0
SAMEA2466977,LR (metaflye),MGYG000001302.1,,
SAMEA2466977,LR (metaflye),MGYG000001306,50634.0,24.0
SAMEA2466977,LR (metaflye),MGYG000001310,,
SAMEA2466977,LR (metaflye),MGYG000001313,,
SAMEA2466977,LR (metaflye),MGYG000001315,33430.0,9.0
SAMEA2466977,LR (metaflye),MGYG000001338,,
SAMEA2466977,LR (metaflye),MGYG000001345,,
SAMEA2466977,LR (metaflye),MGYG000001346,,
SAMEA2466977,LR (metaflye),MGYG000001359,,
SAMEA2466977,LR (metaflye),MGYG000001370,,
SAMEA2466977,LR (metaflye),MGYG000001374,,
SAMEA2466977,LR (metaflye),MGYG000001378,,
SAMEA2466977,LR (metaflye),MGYG000001380,,
SAMEA2466977,LR (metaflye),MGYG000001391,,
SAMEA2466977,LR (metaflye),MGYG000001410,,
SAMEA2466977,LR (metaflye),MGYG000001415,,
SAMEA2466977,LR (metaflye),MGYG000001420,,
SAMEA2466977,LR (metaflye),MGYG000001429,,
SAMEA2466977,LR (metaflye),MGYG000001433,,
SAMEA2466977,LR (metaflye),MGYG000001455.1,,
SAMEA2466977,LR (metaflye),MGYG000001456.1,,
SAMEA2466977,LR (metaflye),MGYG000001500,,
SAMEA2466977,LR (metaflye),MGYG000001512,,
SAMEA2466977,LR (metaflye),MGYG000001528,,
SAMEA2466977,LR (metaflye),MGYG000001560,,
SAMEA2466977,LR (metaflye),MGYG000001565,,
SAMEA2466977,LR (metaflye),MGYG000001574,,
SAMEA2466977,LR (metaflye),MGYG000001576,,
SAMEA2466977,LR (metaflye),MGYG000001577,,
SAMEA2466977,LR (metaflye),MGYG000001627,,
SAMEA2466977,LR (metaflye),MGYG000001658,,
SAMEA2466977,LR (metaflye),MGYG000001680,,
SAMEA2466977,LR (metaflye),MGYG000001714,,
SAMEA2466977,LR (metaflye),MGYG000001727,,
SAMEA2466977,LR (metaflye),MGYG000001757,,
SAMEA2466977,LR (metaflye),MGYG000002029,,
SAMEA2466977,LR (metaflye),MGYG000002034,,
SAMEA2466977,LR (metaflye),MGYG000002038,,
SAMEA2466977,LR (metaflye),MGYG000002040,,
SAMEA2466977,LR (metaflye),MGYG000002042,,
SAMEA2466977,LR (metaflye),MGYG000002057,,
SAMEA2466977,LR (metaflye),MGYG000002060,22662.0,26.0
SAMEA2466977,LR (metaflye),MGYG000002073,,
SAMEA2466977,LR (metaflye),MGYG000002075,,
SAMEA2466977,LR (metaflye),MGYG000002134,,
SAMEA2466977,LR (metaflye),MGYG000002143,,
SAMEA2466977,LR (metaflye),MGYG000002163,1718466.0,1.0
SAMEA2466977,LR (metaflye),MGYG000002190,,
SAMEA2466977,LR (metaflye),MGYG000002271,,
SAMEA2466977,LR (metaflye),MGYG000002272,,
SAMEA2466977,LR (metaflye),MGYG000002274,,
SAMEA2466977,LR (metaflye),MGYG000002276,,
SAMEA2466977,LR (metaflye),MGYG000002279,8378.0,37.0
SAMEA2466977,LR (metaflye),MGYG000002284,75714.0,11.0
SAMEA2466977,LR (metaflye),MGYG000002286,,
SAMEA2466977,LR (metaflye),MGYG000002287,,
SAMEA2466977,LR (metaflye),MGYG000002293,68485.0,15.0
SAMEA2466977,LR (metaflye),MGYG000002304,,
SAMEA2466977,LR (metaflye),MGYG000002312,,
SAMEA2466977,LR (metaflye),MGYG000002327,,
SAMEA2466977,LR (metaflye),MGYG000002388,,
SAMEA2466977,LR (metaflye),MGYG000002395,1661288.0,1.0
SAMEA2466977,LR (metaflye),MGYG000002396,,
SAMEA2466977,LR (metaflye),MGYG000002438,,
SAMEA2466977,LR (metaflye),MGYG000002444,,
SAMEA2466977,LR (metaflye),MGYG000002445,,
SAMEA2466977,LR (metaflye),MGYG000002448,,
SAMEA2466977,LR (metaflye),MGYG000002455,,
SAMEA2466977,LR (metaflye),MGYG000002478,,
SAMEA2466977,LR (metaflye),MGYG000002492,585893.0,3.0
SAMEA2466977,LR (metaflye),MGYG000002517,,
SAMEA2466977,LR (metaflye),MGYG000002528,758278.0,2.0
SAMEA2466977,LR (metaflye),MGYG000002530,,
SAMEA2466977,LR (metaflye),MGYG000002540,,
SAMEA2466977,LR (metaflye),MGYG000002545,,
SAMEA2466977,LR (metaflye),MGYG000002549,,
SAMEA2466977,LR (metaflye),MGYG000002570,,
SAMEA2466977,LR (metaflye),MGYG000002580,,
SAMEA2466977,LR (metaflye),MGYG000002633,,
SAMEA2466977,LR (metaflye),MGYG000002673,,
SAMEA2466977,LR (metaflye),MGYG000002681,,
SAMEA2466977,LR (metaflye),MGYG000002684,,
