assembly,mag,reference,Ref_name,ANI,Align_fraction_ref,Align_fraction_query,recovered
Hybrid (hybridspades),,MGYG000000457,,0.0,,,False
Hybrid (hybridspades),,MGYG000000460,,0.0,,,False
Hybrid (hybridspades),,MGYG000000466,,0.0,,,False
Hybrid (hybridspades),,MGYG000000468,,0.0,,,False
Hybrid (hybridspades),,MGYG000000470,,0.0,,,False
Hybrid (hybridspades),,MGYG000000474,,0.0,,,False
Hybrid (hybridspades),,MGYG000000476,,0.0,,,False
Hybrid (hybridspades),,MGYG000000490,,0.0,,,False
Hybrid (hybridspades),,MGYG000000495,,0.0,,,False
Hybrid (hybridspades),,MGYG000000500,,0.0,,,False
Hybrid (hybridspades),,MGYG000000504,,0.0,,,False
Hybrid (hybridspades),,MGYG000000508,,0.0,,,False
Hybrid (hybridspades),,MGYG000000518,,0.0,,,False
Hybrid (hybridspades),,MGYG000000524,,0.0,,,False
Hybrid (hybridspades),,MGYG000000534,,0.0,,,False
Hybrid (hybridspades),,MGYG000000537,,0.0,,,False
Hybrid (hybridspades),,MGYG000000539,,0.0,,,False
Hybrid (hybridspades),,MGYG000000540,,0.0,,,False
Hybrid (hybridspades),,MGYG000000546,,0.0,,,False
Hybrid (hybridspades),,MGYG000000550,,0.0,,,False
Hybrid (hybridspades),,MGYG000000561,,0.0,,,False
Hybrid (hybridspades),,MGYG000000567,,0.0,,,False
Hybrid (hybridspades),,MGYG000000568,,0.0,,,False
Hybrid (hybridspades),,MGYG000000571,,0.0,,,False
Hybrid (hybridspades),,MGYG000000580,,0.0,,,False
Hybrid (hybridspades),,MGYG000000582,,0.0,,,False
Hybrid (hybridspades),,MGYG000000585,,0.0,,,False
Hybrid (hybridspades),,MGYG000000595,,0.0,,,False
Hybrid (hybridspades),,MGYG000000600,,0.0,,,False
Hybrid (hybridspades),,MGYG000000603,,0.0,,,False
Hybrid (hybridspades),,MGYG000000622,,0.0,,,False
Hybrid (hybridspades),,MGYG000000623,,0.0,,,False
Hybrid (hybridspades),,MGYG000000633,,0.0,,,False
Hybrid (hybridspades),,MGYG000000640,,0.0,,,False
Hybrid (hybridspades),,MGYG000000644,,0.0,,,False
Hybrid (hybridspades),,MGYG000000647,,0.0,,,False
Hybrid (hybridspades),,MGYG000000651,,0.0,,,False
Hybrid (hybridspades),,MGYG000000652,,0.0,,,False
Hybrid (hybridspades),,MGYG000000656,,0.0,,,False
Hybrid (hybridspades),,MGYG000000659,,0.0,,,False
Hybrid (hybridspades),,MGYG000000662,,0.0,,,False
Hybrid (hybridspades),,MGYG000000671,,0.0,,,False
Hybrid (hybridspades),,MGYG000000672,,0.0,,,False
Hybrid (hybridspades),,MGYG000000675,,0.0,,,False
Hybrid (hybridspades),,MGYG000000680,,0.0,,,False
Hybrid (hybridspades),,MGYG000000683,,0.0,,,False
Hybrid (hybridspades),,MGYG000000695,,0.0,,,False
Hybrid (hybridspades),,MGYG000000699,,0.0,,,False
Hybrid (hybridspades),,MGYG000000701,,0.0,,,False
Hybrid (hybridspades),,MGYG000000703,,0.0,,,False
Hybrid (hybridspades),,MGYG000000707,,0.0,,,False
Hybrid (hybridspades),,MGYG000000710,,0.0,,,False
Hybrid (hybridspades),,MGYG000000712,,0.0,,,False
Hybrid (hybridspades),,MGYG000000713,,0.0,,,False
Hybrid (hybridspades),,MGYG000000714,,0.0,,,False
Hybrid (hybridspades),,MGYG000000715,,0.0,,,False
Hybrid (hybridspades),,MGYG000000717,,0.0,,,False
Hybrid (hybridspades),,MGYG000000724,,0.0,,,False
Hybrid (hybridspades),,MGYG000000727,,0.0,,,False
Hybrid (hybridspades),,MGYG000000729,,0.0,,,False
Hybrid (hybridspades),,MGYG000000732,,0.0,,,False
Hybrid (hybridspades),,MGYG000000734,,0.0,,,False
Hybrid (hybridspades),,MGYG000000740,,0.0,,,False
Hybrid (hybridspades),,MGYG000000741,,0.0,,,False
Hybrid (hybridspades),,MGYG000000742,,0.0,,,False
Hybrid (hybridspades),,MGYG000000748,,0.0,,,False
Hybrid (hybridspades),,MGYG000000771,,0.0,,,False
Hybrid (hybridspades),,MGYG000000774,,0.0,,,False
Hybrid (hybridspades),,MGYG000000788,,0.0,,,False
Hybrid (hybridspades),,MGYG000000791,,0.0,,,False
Hybrid (hybridspades),,MGYG000000792,,0.0,,,False
Hybrid (hybridspades),,MGYG000000808,,0.0,,,False
Hybrid (hybridspades),,MGYG000000810,,0.0,,,False
Hybrid (hybridspades),,MGYG000000820,,0.0,,,False
Hybrid (hybridspades),,MGYG000000839,,0.0,,,False
Hybrid (hybridspades),,MGYG000000841,,0.0,,,False
Hybrid (hybridspades),,MGYG000000847,,0.0,,,False
Hybrid (hybridspades),,MGYG000000850,,0.0,,,False
Hybrid (hybridspades),,MGYG000000857,,0.0,,,False
Hybrid (hybridspades),,MGYG000000867,,0.0,,,False
Hybrid (hybridspades),,MGYG000000870,,0.0,,,False
Hybrid (hybridspades),,MGYG000000873,,0.0,,,False
Hybrid (hybridspades),,MGYG000000884,,0.0,,,False
Hybrid (hybridspades),,MGYG000000887,,0.0,,,False
Hybrid (hybridspades),,MGYG000000894,,0.0,,,False
Hybrid (hybridspades),,MGYG000000898,,0.0,,,False
Hybrid (hybridspades),,MGYG000000899,,0.0,,,False
Hybrid (hybridspades),,MGYG000000903,,0.0,,,False
Hybrid (hybridspades),,MGYG000000909,,0.0,,,False
Hybrid (hybridspades),,MGYG000000910,,0.0,,,False
Hybrid (hybridspades),,MGYG000000920,,0.0,,,False
Hybrid (hybridspades),,MGYG000000922,,0.0,,,False
Hybrid (hybridspades),,MGYG000000939,,0.0,,,False
Hybrid (hybridspades),,MGYG000000941,,0.0,,,False
Hybrid (hybridspades),,MGYG000000942,,0.0,,,False
Hybrid (hybridspades),,MGYG000000944,,0.0,,,False
Hybrid (hybridspades),,MGYG000000945,,0.0,,,False
Hybrid (hybridspades),,MGYG000000948,,0.0,,,False
Hybrid (hybridspades),,MGYG000000956,,0.0,,,False
Hybrid (hybridspades),,MGYG000000971,,0.0,,,False
Hybrid (hybridspades),,MGYG000000973,,0.0,,,False
Hybrid (hybridspades),,MGYG000001001,,0.0,,,False
Hybrid (hybridspades),,MGYG000001005,,0.0,,,False
Hybrid (hybridspades),,MGYG000001006,,0.0,,,False
Hybrid (hybridspades),,MGYG000001007,,0.0,,,False
Hybrid (hybridspades),,MGYG000001015,,0.0,,,False
Hybrid (hybridspades),,MGYG000001016,,0.0,,,False
Hybrid (hybridspades),,MGYG000001018,,0.0,,,False
Hybrid (hybridspades),,MGYG000001020,,0.0,,,False
Hybrid (hybridspades),,MGYG000001033,,0.0,,,False
Hybrid (hybridspades),,MGYG000001034,,0.0,,,False
Hybrid (hybridspades),,MGYG000001045,,0.0,,,False
Hybrid (hybridspades),,MGYG000001048,,0.0,,,False
Hybrid (hybridspades),,MGYG000001054,,0.0,,,False
Hybrid (hybridspades),,MGYG000001055,,0.0,,,False
Hybrid (hybridspades),,MGYG000001058,,0.0,,,False
Hybrid (hybridspades),,MGYG000001062,,0.0,,,False
Hybrid (hybridspades),,MGYG000001068,,0.0,,,False
Hybrid (hybridspades),,MGYG000001076,,0.0,,,False
Hybrid (hybridspades),,MGYG000001085,,0.0,,,False
Hybrid (hybridspades),,MGYG000001089,,0.0,,,False
Hybrid (hybridspades),,MGYG000001100,,0.0,,,False
Hybrid (hybridspades),,MGYG000001103,,0.0,,,False
Hybrid (hybridspades),,MGYG000001106,,0.0,,,False
Hybrid (hybridspades),,MGYG000001110,,0.0,,,False
Hybrid (hybridspades),,MGYG000001113,,0.0,,,False
Hybrid (hybridspades),,MGYG000001118,,0.0,,,False
Hybrid (hybridspades),,MGYG000001132,,0.0,,,False
Hybrid (hybridspades),,MGYG000001141,,0.0,,,False
Hybrid (hybridspades),,MGYG000001145,,0.0,,,False
Hybrid (hybridspades),,MGYG000001154,,0.0,,,False
Hybrid (hybridspades),,MGYG000001155,,0.0,,,False
Hybrid (hybridspades),,MGYG000001156,,0.0,,,False
Hybrid (hybridspades),,MGYG000001163,,0.0,,,False
Hybrid (hybridspades),,MGYG000001167,,0.0,,,False
Hybrid (hybridspades),,MGYG000001170,,0.0,,,False
Hybrid (hybridspades),,MGYG000001171,,0.0,,,False
Hybrid (hybridspades),,MGYG000001178,,0.0,,,False
Hybrid (hybridspades),,MGYG000001180,,0.0,,,False
Hybrid (hybridspades),,MGYG000001182,,0.0,,,False
Hybrid (hybridspades),,MGYG000001183,,0.0,,,False
Hybrid (hybridspades),,MGYG000001184,,0.0,,,False
Hybrid (hybridspades),,MGYG000001187,,0.0,,,False
Hybrid (hybridspades),,MGYG000001189,,0.0,,,False
Hybrid (hybridspades),,MGYG000001191,,0.0,,,False
Hybrid (hybridspades),,MGYG000001192,,0.0,,,False
Hybrid (hybridspades),,MGYG000001193,,0.0,,,False
Hybrid (hybridspades),,MGYG000001195,,0.0,,,False
Hybrid (hybridspades),,MGYG000001204,,0.0,,,False
Hybrid (hybridspades),,MGYG000001205,,0.0,,,False
Hybrid (hybridspades),,MGYG000001209,,0.0,,,False
Hybrid (hybridspades),,MGYG000001211,,0.0,,,False
Hybrid (hybridspades),,MGYG000001213,,0.0,,,False
Hybrid (hybridspades),,MGYG000001218,,0.0,,,False
Hybrid (hybridspades),,MGYG000001225,,0.0,,,False
Hybrid (hybridspades),,MGYG000001226,,0.0,,,False
Hybrid (hybridspades),,MGYG000001230,,0.0,,,False
Hybrid (hybridspades),,MGYG000001231,,0.0,,,False
Hybrid (hybridspades),,MGYG000001237,,0.0,,,False
Hybrid (hybridspades),,MGYG000001243,,0.0,,,False
Hybrid (hybridspades),,MGYG000001247,,0.0,,,False
Hybrid (hybridspades),,MGYG000001248,,0.0,,,False
Hybrid (hybridspades),,MGYG000001252,,0.0,,,False
Hybrid (hybridspades),,MGYG000001253,,0.0,,,False
Hybrid (hybridspades),,MGYG000001256,,0.0,,,False
Hybrid (hybridspades),,MGYG000001257,,0.0,,,False
Hybrid (hybridspades),,MGYG000001260,,0.0,,,False
Hybrid (hybridspades),,MGYG000001284,,0.0,,,False
Hybrid (hybridspades),,MGYG000001285,,0.0,,,False
Hybrid (hybridspades),,MGYG000001292,,0.0,,,False
Hybrid (hybridspades),,MGYG000001295,,0.0,,,False
Hybrid (hybridspades),,MGYG000001296,,0.0,,,False
Hybrid (hybridspades),,MGYG000001299,,0.0,,,False
Hybrid (hybridspades),,MGYG000001304,,0.0,,,False
Hybrid (hybridspades),,MGYG000001311,,0.0,,,False
Hybrid (hybridspades),,MGYG000001312,,0.0,,,False
Hybrid (hybridspades),,MGYG000001322,,0.0,,,False
Hybrid (hybridspades),,MGYG000001324,,0.0,,,False
Hybrid (hybridspades),,MGYG000001326,,0.0,,,False
Hybrid (hybridspades),,MGYG000001328,,0.0,,,False
Hybrid (hybridspades),,MGYG000001331,,0.0,,,False
Hybrid (hybridspades),,MGYG000001332,,0.0,,,False
Hybrid (hybridspades),,MGYG000001334,,0.0,,,False
Hybrid (hybridspades),,MGYG000001341,,0.0,,,False
Hybrid (hybridspades),,MGYG000001342,,0.0,,,False
Hybrid (hybridspades),,MGYG000001347,,0.0,,,False
Hybrid (hybridspades),,MGYG000001352,,0.0,,,False
Hybrid (hybridspades),,MGYG000001354,,0.0,,,False
Hybrid (hybridspades),,MGYG000001356,,0.0,,,False
Hybrid (hybridspades),,MGYG000001368,,0.0,,,False
Hybrid (hybridspades),,MGYG000001372,,0.0,,,False
Hybrid (hybridspades),,MGYG000001382,,0.0,,,False
Hybrid (hybridspades),,MGYG000001385,,0.0,,,False
Hybrid (hybridspades),,MGYG000001386,,0.0,,,False
Hybrid (hybridspades),,MGYG000001393,,0.0,,,False
Hybrid (hybridspades),,MGYG000001398,,0.0,,,False
Hybrid (hybridspades),,MGYG000001409,,0.0,,,False
Hybrid (hybridspades),,MGYG000001411,,0.0,,,False
Hybrid (hybridspades),,MGYG000001420,,0.0,,,False
Hybrid (hybridspades),,MGYG000001421,,0.0,,,False
Hybrid (hybridspades),,MGYG000001423,,0.0,,,False
Hybrid (hybridspades),,MGYG000001430,,0.0,,,False
Hybrid (hybridspades),,MGYG000001434,,0.0,,,False
Hybrid (hybridspades),,MGYG000001439,,0.0,,,False
Hybrid (hybridspades),,MGYG000001441,,0.0,,,False
Hybrid (hybridspades),,MGYG000001444,,0.0,,,False
Hybrid (hybridspades),,MGYG000001454,,0.0,,,False
Hybrid (hybridspades),,MGYG000001455.1,,0.0,,,False
Hybrid (hybridspades),,MGYG000001459,,0.0,,,False
Hybrid (hybridspades),,MGYG000001464,,0.0,,,False
Hybrid (hybridspades),,MGYG000001489,,0.0,,,False
Hybrid (hybridspades),,MGYG000001494,,0.0,,,False
Hybrid (hybridspades),,MGYG000001499,,0.0,,,False
Hybrid (hybridspades),,MGYG000001502,,0.0,,,False
Hybrid (hybridspades),,MGYG000001512,,0.0,,,False
Hybrid (hybridspades),,MGYG000001524,,0.0,,,False
Hybrid (hybridspades),,MGYG000001527,,0.0,,,False
Hybrid (hybridspades),,MGYG000001528,,0.0,,,False
Hybrid (hybridspades),,MGYG000001529,,0.0,,,False
Hybrid (hybridspades),,MGYG000001531,,0.0,,,False
Hybrid (hybridspades),,MGYG000001546,,0.0,,,False
Hybrid (hybridspades),,MGYG000001547,,0.0,,,False
Hybrid (hybridspades),,MGYG000001550,,0.0,,,False
Hybrid (hybridspades),,MGYG000001560,,0.0,,,False
Hybrid (hybridspades),,MGYG000001562,,0.0,,,False
Hybrid (hybridspades),,MGYG000001564,,0.0,,,False
Hybrid (hybridspades),,MGYG000001574,,0.0,,,False
Hybrid (hybridspades),,MGYG000001576,,0.0,,,False
Hybrid (hybridspades),,MGYG000001593,,0.0,,,False
Hybrid (hybridspades),,MGYG000001597,,0.0,,,False
Hybrid (hybridspades),,MGYG000001600,,0.0,,,False
Hybrid (hybridspades),,MGYG000001609,,0.0,,,False
Hybrid (hybridspades),,MGYG000001611,,0.0,,,False
Hybrid (hybridspades),,MGYG000001613,,0.0,,,False
Hybrid (hybridspades),,MGYG000001623,,0.0,,,False
Hybrid (hybridspades),,MGYG000001632,,0.0,,,False
Hybrid (hybridspades),,MGYG000001637,,0.0,,,False
Hybrid (hybridspades),,MGYG000001640,,0.0,,,False
Hybrid (hybridspades),,MGYG000001646,,0.0,,,False
Hybrid (hybridspades),,MGYG000001647,,0.0,,,False
Hybrid (hybridspades),,MGYG000001651,,0.0,,,False
Hybrid (hybridspades),,MGYG000001652,,0.0,,,False
Hybrid (hybridspades),,MGYG000001654,,0.0,,,False
Hybrid (hybridspades),,MGYG000001658,,0.0,,,False
Hybrid (hybridspades),,MGYG000001662,,0.0,,,False
Hybrid (hybridspades),,MGYG000001665,,0.0,,,False
Hybrid (hybridspades),,MGYG000001671,,0.0,,,False
Hybrid (hybridspades),,MGYG000001672,,0.0,,,False
Hybrid (hybridspades),,MGYG000001674,,0.0,,,False
Hybrid (hybridspades),,MGYG000001677,,0.0,,,False
Hybrid (hybridspades),,MGYG000001680,,0.0,,,False
Hybrid (hybridspades),,MGYG000001687,,0.0,,,False
Hybrid (hybridspades),,MGYG000001689,,0.0,,,False
Hybrid (hybridspades),,MGYG000001690,,0.0,,,False
Hybrid (hybridspades),,MGYG000001695,,0.0,,,False
Hybrid (hybridspades),,MGYG000001704,,0.0,,,False
Hybrid (hybridspades),,MGYG000001705,,0.0,,,False
Hybrid (hybridspades),,MGYG000001710,,0.0,,,False
Hybrid (hybridspades),,MGYG000001727,,0.0,,,False
Hybrid (hybridspades),,MGYG000001728,,0.0,,,False
Hybrid (hybridspades),,MGYG000001729,,0.0,,,False
Hybrid (hybridspades),,MGYG000001733,,0.0,,,False
Hybrid (hybridspades),,MGYG000001740,,0.0,,,False
Hybrid (hybridspades),,MGYG000001742,,0.0,,,False
Hybrid (hybridspades),,MGYG000001746,,0.0,,,False
Hybrid (hybridspades),,MGYG000001747,,0.0,,,False
Hybrid (hybridspades),,MGYG000001749,,0.0,,,False
Hybrid (hybridspades),,MGYG000001754,,0.0,,,False
Hybrid (hybridspades),,MGYG000001756,,0.0,,,False
Hybrid (hybridspades),,MGYG000001757,,0.0,,,False
Hybrid (hybridspades),,MGYG000001760,,0.0,,,False
Hybrid (hybridspades),,MGYG000001761,,0.0,,,False
Hybrid (hybridspades),,MGYG000001763,,0.0,,,False
Hybrid (hybridspades),,MGYG000001764,,0.0,,,False
Hybrid (hybridspades),,MGYG000001765,,0.0,,,False
Hybrid (hybridspades),,MGYG000001779,,0.0,,,False
Hybrid (hybridspades),,MGYG000001784,,0.0,,,False
Hybrid (hybridspades),,MGYG000001787,,0.0,,,False
Hybrid (hybridspades),,MGYG000001789,,0.0,,,False
Hybrid (hybridspades),,MGYG000001803,,0.0,,,False
Hybrid (hybridspades),,MGYG000001809,,0.0,,,False
Hybrid (hybridspades),,MGYG000001814,,0.0,,,False
Hybrid (hybridspades),,MGYG000001816,,0.0,,,False
Hybrid (hybridspades),,MGYG000001818,,0.0,,,False
Hybrid (hybridspades),,MGYG000001819,,0.0,,,False
Hybrid (hybridspades),,MGYG000001823,,0.0,,,False
Hybrid (hybridspades),,MGYG000001824,,0.0,,,False
Hybrid (hybridspades),,MGYG000001827,,0.0,,,False
Hybrid (hybridspades),,MGYG000001831,,0.0,,,False
Hybrid (hybridspades),,MGYG000001832,,0.0,,,False
Hybrid (hybridspades),,MGYG000001835,,0.0,,,False
Hybrid (hybridspades),,MGYG000001841,,0.0,,,False
Hybrid (hybridspades),,MGYG000001846,,0.0,,,False
Hybrid (hybridspades),,MGYG000001852,,0.0,,,False
Hybrid (hybridspades),,MGYG000001860,,0.0,,,False
Hybrid (hybridspades),,MGYG000001867,,0.0,,,False
Hybrid (hybridspades),,MGYG000001874,,0.0,,,False
Hybrid (hybridspades),,MGYG000001875,,0.0,,,False
Hybrid (hybridspades),,MGYG000001876,,0.0,,,False
Hybrid (hybridspades),,MGYG000001878,,0.0,,,False
Hybrid (hybridspades),,MGYG000001885,,0.0,,,False
Hybrid (hybridspades),,MGYG000001886,,0.0,,,False
Hybrid (hybridspades),,MGYG000001887,,0.0,,,False
Hybrid (hybridspades),,MGYG000001889,,0.0,,,False
Hybrid (hybridspades),,MGYG000001893,,0.0,,,False
Hybrid (hybridspades),,MGYG000001914,,0.0,,,False
Hybrid (hybridspades),,MGYG000001922,,0.0,,,False
Hybrid (hybridspades),,MGYG000001926,,0.0,,,False
Hybrid (hybridspades),,MGYG000001929,,0.0,,,False
Hybrid (hybridspades),,MGYG000001932,,0.0,,,False
Hybrid (hybridspades),,MGYG000001933,,0.0,,,False
Hybrid (hybridspades),,MGYG000001936,,0.0,,,False
Hybrid (hybridspades),,MGYG000001949,,0.0,,,False
Hybrid (hybridspades),,MGYG000001952,,0.0,,,False
Hybrid (hybridspades),,MGYG000001953,,0.0,,,False
Hybrid (hybridspades),,MGYG000001955,,0.0,,,False
Hybrid (hybridspades),,MGYG000001960,,0.0,,,False
Hybrid (hybridspades),,MGYG000001961,,0.0,,,False
Hybrid (hybridspades),,MGYG000001972,,0.0,,,False
Hybrid (hybridspades),,MGYG000001975,,0.0,,,False
Hybrid (hybridspades),,MGYG000001976,,0.0,,,False
Hybrid (hybridspades),,MGYG000001983,,0.0,,,False
Hybrid (hybridspades),,MGYG000001985,,0.0,,,False
Hybrid (hybridspades),,MGYG000001989,,0.0,,,False
Hybrid (hybridspades),,MGYG000002002,,0.0,,,False
Hybrid (hybridspades),,MGYG000002007,,0.0,,,False
Hybrid (hybridspades),,MGYG000002014,,0.0,,,False
Hybrid (hybridspades),,MGYG000002023,,0.0,,,False
Hybrid (hybridspades),,MGYG000002024,,0.0,,,False
Hybrid (hybridspades),,MGYG000002029,,0.0,,,False
Hybrid (hybridspades),,MGYG000002033,,0.0,,,False
Hybrid (hybridspades),,MGYG000002034,,0.0,,,False
Hybrid (hybridspades),,MGYG000002036,,0.0,,,False
Hybrid (hybridspades),,MGYG000002038,,0.0,,,False
Hybrid (hybridspades),,MGYG000002039,,0.0,,,False
Hybrid (hybridspades),,MGYG000002042,,0.0,,,False
Hybrid (hybridspades),,MGYG000002047,,0.0,,,False
Hybrid (hybridspades),,MGYG000002056,,0.0,,,False
Hybrid (hybridspades),,MGYG000002061,,0.0,,,False
Hybrid (hybridspades),,MGYG000002073,,0.0,,,False
Hybrid (hybridspades),,MGYG000002075,,0.0,,,False
Hybrid (hybridspades),,MGYG000002080,,0.0,,,False
Hybrid (hybridspades),,MGYG000002082,,0.0,,,False
Hybrid (hybridspades),,MGYG000002091,,0.0,,,False
Hybrid (hybridspades),,MGYG000002093,,0.0,,,False
Hybrid (hybridspades),,MGYG000002094,,0.0,,,False
Hybrid (hybridspades),,MGYG000002096,,0.0,,,False
Hybrid (hybridspades),,MGYG000002098,,0.0,,,False
Hybrid (hybridspades),,MGYG000002104,,0.0,,,False
Hybrid (hybridspades),,MGYG000002105,,0.0,,,False
Hybrid (hybridspades),,MGYG000002106,,0.0,,,False
Hybrid (hybridspades),,MGYG000002108,,0.0,,,False
Hybrid (hybridspades),,MGYG000002114,,0.0,,,False
Hybrid (hybridspades),,MGYG000002121,,0.0,,,False
Hybrid (hybridspades),,MGYG000002124,,0.0,,,False
Hybrid (hybridspades),,MGYG000002125,,0.0,,,False
Hybrid (hybridspades),,MGYG000002129,,0.0,,,False
Hybrid (hybridspades),,MGYG000002133,,0.0,,,False
Hybrid (hybridspades),,MGYG000002134,,0.0,,,False
Hybrid (hybridspades),,MGYG000002136,,0.0,,,False
Hybrid (hybridspades),,MGYG000002143,,0.0,,,False
Hybrid (hybridspades),,MGYG000002145,,0.0,,,False
Hybrid (hybridspades),,MGYG000002149,,0.0,,,False
Hybrid (hybridspades),,MGYG000002151,,0.0,,,False
Hybrid (hybridspades),,MGYG000002152,,0.0,,,False
Hybrid (hybridspades),,MGYG000002154,,0.0,,,False
Hybrid (hybridspades),,MGYG000002155,,0.0,,,False
Hybrid (hybridspades),,MGYG000002166,,0.0,,,False
Hybrid (hybridspades),,MGYG000002168,,0.0,,,False
Hybrid (hybridspades),,MGYG000002170,,0.0,,,False
Hybrid (hybridspades),,MGYG000002171,,0.0,,,False
Hybrid (hybridspades),,MGYG000002175,,0.0,,,False
Hybrid (hybridspades),,MGYG000002177,,0.0,,,False
Hybrid (hybridspades),,MGYG000002180,,0.0,,,False
Hybrid (hybridspades),,MGYG000002181,,0.0,,,False
Hybrid (hybridspades),,MGYG000002186,,0.0,,,False
Hybrid (hybridspades),,MGYG000002188,,0.0,,,False
Hybrid (hybridspades),,MGYG000002190,,0.0,,,False
Hybrid (hybridspades),,MGYG000002192,,0.0,,,False
Hybrid (hybridspades),,MGYG000002193,,0.0,,,False
Hybrid (hybridspades),,MGYG000002201,,0.0,,,False
Hybrid (hybridspades),,MGYG000002202,,0.0,,,False
Hybrid (hybridspades),,MGYG000002205,,0.0,,,False
Hybrid (hybridspades),,MGYG000002210,,0.0,,,False
Hybrid (hybridspades),,MGYG000002224,,0.0,,,False
Hybrid (hybridspades),,MGYG000002226,,0.0,,,False
Hybrid (hybridspades),,MGYG000002228,,0.0,,,False
Hybrid (hybridspades),,MGYG000002233,,0.0,,,False
Hybrid (hybridspades),,MGYG000002234,,0.0,,,False
Hybrid (hybridspades),,MGYG000002267,,0.0,,,False
Hybrid (hybridspades),,MGYG000002268,,0.0,,,False
Hybrid (hybridspades),,MGYG000002270,,0.0,,,False
Hybrid (hybridspades),,MGYG000002271,,0.0,,,False
Hybrid (hybridspades),,MGYG000002276,,0.0,,,False
Hybrid (hybridspades),,MGYG000002277,,0.0,,,False
Hybrid (hybridspades),,MGYG000002278,,0.0,,,False
Hybrid (hybridspades),,MGYG000002281,,0.0,,,False
Hybrid (hybridspades),,MGYG000002282,,0.0,,,False
Hybrid (hybridspades),,MGYG000002286,,0.0,,,False
Hybrid (hybridspades),,MGYG000002296,,0.0,,,False
Hybrid (hybridspades),,MGYG000002304,,0.0,,,False
Hybrid (hybridspades),,MGYG000002312,,0.0,,,False
Hybrid (hybridspades),,MGYG000002316,,0.0,,,False
Hybrid (hybridspades),,MGYG000002319,,0.0,,,False
Hybrid (hybridspades),,MGYG000002320,,0.0,,,False
Hybrid (hybridspades),,MGYG000002322,,0.0,,,False
Hybrid (hybridspades),,MGYG000002324,,0.0,,,False
Hybrid (hybridspades),,MGYG000002328,,0.0,,,False
Hybrid (hybridspades),,MGYG000002330,,0.0,,,False
Hybrid (hybridspades),,MGYG000002336,,0.0,,,False
Hybrid (hybridspades),,MGYG000002340,,0.0,,,False
Hybrid (hybridspades),,MGYG000002347,,0.0,,,False
Hybrid (hybridspades),,MGYG000002349,,0.0,,,False
Hybrid (hybridspades),,MGYG000002352,,0.0,,,False
Hybrid (hybridspades),,MGYG000002363,,0.0,,,False
Hybrid (hybridspades),,MGYG000002372,,0.0,,,False
Hybrid (hybridspades),,MGYG000002386,,0.0,,,False
Hybrid (hybridspades),,MGYG000002387,,0.0,,,False
Hybrid (hybridspades),,MGYG000002388,,0.0,,,False
Hybrid (hybridspades),,MGYG000002389,,0.0,,,False
Hybrid (hybridspades),,MGYG000002397,,0.0,,,False
Hybrid (hybridspades),,MGYG000002401,,0.0,,,False
Hybrid (hybridspades),,MGYG000002405,,0.0,,,False
Hybrid (hybridspades),,MGYG000002410,,0.0,,,False
Hybrid (hybridspades),,MGYG000002416,,0.0,,,False
Hybrid (hybridspades),,MGYG000002417,,0.0,,,False
Hybrid (hybridspades),,MGYG000002419,,0.0,,,False
Hybrid (hybridspades),,MGYG000002432,,0.0,,,False
Hybrid (hybridspades),,MGYG000002440,,0.0,,,False
Hybrid (hybridspades),,MGYG000002441,,0.0,,,False
Hybrid (hybridspades),,MGYG000002444,,0.0,,,False
Hybrid (hybridspades),,MGYG000002447,,0.0,,,False
Hybrid (hybridspades),,MGYG000002448,,0.0,,,False
Hybrid (hybridspades),,MGYG000002450,,0.0,,,False
Hybrid (hybridspades),,MGYG000002451,,0.0,,,False
Hybrid (hybridspades),,MGYG000002453,,0.0,,,False
Hybrid (hybridspades),,MGYG000002460,,0.0,,,False
Hybrid (hybridspades),,MGYG000002463,,0.0,,,False
Hybrid (hybridspades),,MGYG000002469,,0.0,,,False
Hybrid (hybridspades),,MGYG000002470,,0.0,,,False
Hybrid (hybridspades),,MGYG000002473,,0.0,,,False
Hybrid (hybridspades),,MGYG000002485,,0.0,,,False
Hybrid (hybridspades),,MGYG000002486,,0.0,,,False
Hybrid (hybridspades),,MGYG000002487,,0.0,,,False
Hybrid (hybridspades),,MGYG000002503,,0.0,,,False
Hybrid (hybridspades),,MGYG000002504,,0.0,,,False
Hybrid (hybridspades),,MGYG000002506,,0.0,,,False
Hybrid (hybridspades),,MGYG000002508,,0.0,,,False
Hybrid (hybridspades),,MGYG000002510,,0.0,,,False
Hybrid (hybridspades),,MGYG000002511,,0.0,,,False
Hybrid (hybridspades),,MGYG000002519,,0.0,,,False
Hybrid (hybridspades),,MGYG000002523,,0.0,,,False
Hybrid (hybridspades),,MGYG000002546,,0.0,,,False
Hybrid (hybridspades),,MGYG000002549,,0.0,,,False
Hybrid (hybridspades),,MGYG000002553,,0.0,,,False
Hybrid (hybridspades),,MGYG000002559,,0.0,,,False
Hybrid (hybridspades),,MGYG000002572,,0.0,,,False
Hybrid (hybridspades),,MGYG000002581,,0.0,,,False
Hybrid (hybridspades),,MGYG000002583,,0.0,,,False
Hybrid (hybridspades),,MGYG000002586,,0.0,,,False
Hybrid (hybridspades),,MGYG000002588,,0.0,,,False
Hybrid (hybridspades),,MGYG000002589,,0.0,,,False
Hybrid (hybridspades),,MGYG000002592,,0.0,,,False
Hybrid (hybridspades),,MGYG000002594,,0.0,,,False
Hybrid (hybridspades),,MGYG000002596,,0.0,,,False
